time,dives,contracts,permits,raids
07-29-2023 18:00:20,0,0,0,0
07-29-2023 18:49:02,1,0,0,0
07-29-2023 19:37:45,1,0,0,0
07-29-2023 20:26:37,1,0,0,0
07-29-2023 21:15:30,2,0,0,0
07-29-2023 22:04:22,0,0,0,0
07-29-2023 22:53:24,0,0,2,0
07-29-2023 23:42:08,0,0,0,0
07-30-2023 00:30:47,1,0,0,0
07-30-2023 01:19:31,0,0,0,0
07-30-2023 02:08:32,1,0,0,0
07-30-2023 02:57:33,2,0,0,0
07-30-2023 03:46:34,0,1,0,0
07-30-2023 04:35:27,1,0,0,0
07-30-2023 05:24:18,0,0,0,1
07-30-2023 06:13:11,1,0,0,1
07-30-2023 07:02:04,1,0,0,0
07-30-2023 07:50:57,0,1,1,0
07-30-2023 08:39:33,1,1,0,0
07-30-2023 09:28:01,0,0,0,0
07-30-2023 10:16:38,0,1,0,0
07-30-2023 11:05:15,0,0,1,0
07-30-2023 11:53:44,0,0,0,0
07-30-2023 12:42:13,0,0,0,0
07-30-2023 13:30:40,0,0,1,0
07-30-2023 14:19:17,1,0,0,0
07-30-2023 15:08:01,1,0,0,0
07-30-2023 15:56:44,1,0,0,0
07-30-2023 16:45:45,2,0,0,0
07-30-2023 19:09:49,1,1,1,0
07-30-2023 20:01:31,0,0,0,0
07-30-2023 20:50:14,0,0,0,0
07-30-2023 21:38:58,1,0,0,0
07-30-2023 22:27:50,0,0,0,0
07-30-2023 23:16:43,0,0,0,0
07-31-2023 00:05:34,1,0,0,0
07-31-2023 00:54:27,2,0,1,0
07-31-2023 01:43:20,1,0,0,0
07-31-2023 02:32:14,0,0,1,0
07-31-2023 03:20:59,0,0,1,0
07-31-2023 04:09:43,2,0,0,0
07-31-2023 04:58:27,0,1,0,0
07-31-2023 05:47:12,0,0,0,0
07-31-2023 06:36:05,1,1,1,0
07-31-2023 07:24:41,0,1,0,0
07-31-2023 08:13:18,1,1,0,0
07-31-2023 09:01:45,0,0,0,0
07-31-2023 09:50:21,1,0,0,0
07-31-2023 10:38:56,0,0,0,0
07-31-2023 11:27:39,2,0,0,0
07-31-2023 12:16:25,0,0,1,0
07-31-2023 13:05:10,1,0,0,0
07-31-2023 13:54:04,2,0,0,0
07-31-2023 14:42:57,0,0,0,0
07-31-2023 15:31:56,1,0,0,0
07-31-2023 16:20:57,0,1,0,0
07-31-2023 17:09:51,2,0,1,0
07-31-2023 17:58:37,1,0,2,0
07-31-2023 18:47:04,0,0,1,0
07-31-2023 19:35:23,0,0,0,0
07-31-2023 20:23:51,1,0,0,0
07-31-2023 21:12:35,0,1,0,0
07-31-2023 22:01:19,0,0,0,0
07-31-2023 22:50:12,1,0,0,0
08-01-2023 07:34:59,1,0,1,0
08-01-2023 08:23:51,1,0,0,0
08-01-2023 09:12:45,0,0,0,0
08-01-2023 10:01:37,1,0,0,0
08-01-2023 10:50:37,0,0,0,0
08-01-2023 11:39:40,2,1,1,0
08-01-2023 12:28:26,0,0,1,0
08-01-2023 13:17:03,0,0,0,0
